sentence,entity,generated text
"For various reasons , UNL graphs are the best candidates in this context .","[('UNL graphs', 'OtherScientificTerm')]"," UNL graphs(OtherScientificTerm), "
"We are developing a prototype where , in the simplest sharing scenario , naive users interact directly with the text in their language -LRB- L0 -RRB- , and indirectly with the associated graph .","[('graph', 'OtherScientificTerm')]"," prototype(Generic), "
The modified graph is then sent to the UNL-L0 deconverter and the result shown .,"[('graph', 'OtherScientificTerm'), ('UNL-L0 deconverter', 'Method')]"," graph(OtherScientificTerm), it(Generic), "
"If is is satisfactory , the errors were probably due to the graph , not to the deconverter , and the graph is sent to deconverters in other languages .","[('graph', 'OtherScientificTerm'), ('deconverter', 'Method'), ('graph', 'OtherScientificTerm'), ('deconverters', 'Method')]"," graph(OtherScientificTerm), it(Generic), graph(Generic), "
"As new versions are added with appropriate tags and attributes in the original multilingual document , nothing is ever lost , and cooperative working on a document is rendered feasible .","[('original multilingual document', 'Material')]"," multi-tagging approach(Method), multi-tagging approach(Method), multi-tagging approach(Method), "
"On the internal side , liaisons are established between elements of the text and the graph by using broadly available resources such as a LO-English or better a L0-UNL dictionary , a morphosyntactic parser of L0 , and a canonical graph2tree transformation .","[('liaisons', 'OtherScientificTerm'), ('resources', 'Generic'), ('LO-English or better a L0-UNL dictionary', 'Material'), ('morphosyntactic parser of L0', 'Method'), ('canonical graph2tree transformation', 'OtherScientificTerm')]", ON
"Establishing a `` best '' correspondence between the '' UNL-tree + L0 '' and the '' MS-L0 structure '' , a lattice , may be done using the dictionary and trying to align the tree and the selected trajectory with as few crossing liaisons as possible .","[('UNL-tree + L0', 'OtherScientificTerm'), ('MS-L0 structure', 'OtherScientificTerm'), ('lattice', 'OtherScientificTerm'), ('dictionary', 'Material'), ('crossing liaisons', 'OtherScientificTerm')]", representation
"A central goal of this research is to merge approaches from pivot MT , interactive MT , and multilingual text authoring .","[('pivot MT', 'Task'), ('interactive MT', 'Task'), ('multilingual text authoring', 'Task')]"," development(Task), themes(Generic), "
"The reality of analogies between words is refuted by noone -LRB- e.g. , I walked is to to walk as I laughed is to to laugh , noted I walked : to walk : : I laughed : to laugh -RRB- .","[('analogies between words', 'Task')]", the passive and the
But computational linguists seem to be quite dubious about analogies between sentences : they would not be enough numerous to be of any use .,"[('analogies between sentences', 'Task')]"," computational linguistics(OtherScientificTerm), "
We report experiments conducted on a multilingual corpus to estimate the number of analogies among the sentences that it contains .,"[('multilingual corpus', 'Material'), ('analogies', 'OtherScientificTerm')]"," human language understanding(Task), it(Generic), "
"As an analogy must be valid on the level of form as well as on the level of meaning , we relied on the idea that translation should preserve meaning to test for similar meanings .","[('analogy', 'OtherScientificTerm')]"," translation(OtherScientificTerm), "
Our goal is to learn a Mahalanobis distance by minimizing a loss defined on the weighted sum of the precision at different ranks .,"[('Mahalanobis distance', 'Task'), ('loss', 'OtherScientificTerm'), ('weighted sum', 'OtherScientificTerm'), ('precision', 'Metric'), ('ranks', 'OtherScientificTerm')]"," minimize the loss(OtherScientificTerm), low-dimensional representation(Method), "
Our core motivation is that minimizing a weighted rank loss is a natural criterion for many problems in computer vision such as person re-identification .,"[('weighted rank loss', 'OtherScientificTerm'), ('computer vision', 'Task'), ('person re-identification', 'Task')]"," human-readable dictionaries(Material), task(Task), natural language processing(Task), image or video segmentation(Task), "
We propose a novel metric learning formulation called Weighted Approximate Rank Component Analysis -LRB- WARCA -RRB- .,"[('metric learning formulation', 'Method'), ('Weighted Approximate Rank Component Analysis -LRB- WARCA -RRB-', 'Method')]","Weighted-Appeasible-to-IMM estimation algorithm(Method), concept-based approach(Method), "
We then derive a scalable stochastic gradient descent algorithm for the resulting learning problem .,"[('stochastic gradient descent algorithm', 'Method'), ('learning problem', 'Generic')]"," gradient descent algorithm(Method), learning problem(Task), "
We also derive an efficient non-linear extension of WARCA by using the kernel trick .,"[('non-linear extension of WARCA', 'Method'), ('WARCA', 'Method'), ('kernel trick', 'Method')]"," extension(Generic), non-linear extension(OtherScientificTerm), extension(OtherScientificTerm), "
Kernel space embedding decouples the training and prediction costs from the data dimension and enables us to plug inarbitrary distance measures which are more natural for the features .,"[('Kernel space embedding', 'OtherScientificTerm'), ('training and prediction costs', 'OtherScientificTerm'), ('data dimension', 'OtherScientificTerm'), ('inarbitrary distance measures', 'Method'), ('features', 'OtherScientificTerm')]"," Kernel space(OtherScientificTerm), estimation(Task), stochastic gradient estimates(Method), "
We also address a more general problem of matrix rank degeneration & non-isolated minima in the low-rank matrix optimization by using new type of regularizer which approximately enforces the or-thonormality of the learned matrix very efficiently .,"[('matrix rank degeneration', 'OtherScientificTerm'), ('non-isolated minima', 'OtherScientificTerm'), ('low-rank matrix optimization', 'Task'), ('regularizer', 'Method'), ('or-thonormality', 'OtherScientificTerm'), ('learned matrix', 'OtherScientificTerm')]"," matrix optimization(Task), it"
We validate this new method on nine standard person re-identification datasets including two large scale Market-1501 and CUHK03 datasets and show that we improve upon the current state-of-the-art methods on all of them .,"[('method', 'Generic'), ('person re-identification datasets', 'Material'), ('scale Market-1501', 'Material'), ('CUHK03 datasets', 'Material'), ('them', 'Generic')]"," method(Generic), approaches(Generic), state"
"In this paper , we discuss language model adaptation methods given a word list and a raw corpus .","[('language model adaptation methods', 'Method'), ('word list', 'OtherScientificTerm'), ('raw corpus', 'Material')]"," language model adaptation methods(Method), approach(Generic), domain(Material), lexical hierarchy(OtherScientificTerm), "
"In this situation , the general method is to segment the raw corpus automatically using a word list , correct the output sentences by hand , and build a model from the segmented corpus .","[('method', 'Generic'), ('raw corpus', 'Material'), ('word list', 'OtherScientificTerm'), ('model', 'Generic'), ('segmented corpus', 'Material')]"," method(Generic), model(Generic), "
"In this sentence-by-sentence error correction method , however , the annotator encounters grammatically complicated positions and this results in a decrease of productivity .","[('sentence-by-sentence error correction method', 'Method')]"," error correction method(Method), sentence-by-sentence correction method(Method), automated extraction(Task), "
