sentence,entity,generated text
This theory provides a framework for describing the processing of utterances in a discourse .,"[('theory', 'Generic'), ('discourse', 'OtherScientificTerm')]"," discourse processing(Task), utterances(Material), framework(Method), processing(Method),
"
"Discourse processing requires recognizing how the utterances of the discourse aggregate into segments , recognizing the intentions expressed in the discourse and the relationships among intentions , and tracking the discourse through the operation of the mechanisms associated with attentional state .","[('Discourse processing', 'Method'), ('discourse', 'OtherScientificTerm'), ('discourse', 'OtherScientificTerm'), ('discourse', 'OtherScientificTerm'), ('attentional state', 'OtherScientificTerm')]"," discourse processing(Task), recognition how the utterances of the discourse aggregate into segments(Method), recognition the intentions expressed in the discourse(Method), relationships among intentions(Method), tracking the discourse through the operation of the mechanisms associated with attentional state(Method),"
This processing description specifies in these recognition tasks the role of information from the discourse and from the participants ' knowledge of the domain .,"[('processing', 'Generic'), ('recognition tasks', 'Task'), ('discourse', 'OtherScientificTerm')]"," recognition tasks(Method), information from the discourse(Task), information from the participants ' knowledge of the domain(Task), 
"
We examine the relationship between the two grammatical formalisms : Tree Adjoining Grammars and Head Grammars .,"[('grammatical formalisms', 'Method'), ('Tree Adjoining Grammars', 'Method'), ('Head Grammars', 'Method')]"," Tree Adjoining Grammars(Method), Head Grammars(Method), 
"
We briefly investigate the weak equivalence of the two formalisms .,"[('formalisms', 'Generic')]"," equivalence of the two formalisms(OtherScientificTerm), weak"
We then turn to a discussion comparing the linguistic expressiveness of the two formalisms .,"[('linguistic expressiveness', 'OtherScientificTerm'), ('formalisms', 'Generic')]"," linguistic expressiveness(OtherScientificTerm), formalisms(OtherScientificTerm), 
"
We provide a unified account of sentence-level and text-level anaphora within the framework of a dependency-based grammar model .,"[('sentence-level and text-level anaphora', 'OtherScientificTerm'), ('dependency-based grammar model', 'Method')]"," sentence-level anaphora(Method), text-level anaphora(Method), dependency-based grammar model(Method), 
"
"Criteria for anaphora resolution within sentence boundaries rephrase major concepts from GB 's binding theory , while those for text-level anaphora incorporate an adapted version of a Grosz-Sidner-style focus model .","[('Criteria', 'Generic'), ('anaphora resolution within sentence boundaries', 'Task'), (""GB 's binding theory"", 'Method'), ('those', 'Generic'), ('text-level anaphora', 'OtherScientificTerm'), ('Grosz-Sidner-style focus model', 'Method')]"," anaphora resolution within sentence boundaries(Method), GB 's binding theory(Method), text-level anaphora(Method), adapted version of a Grosz-Sidner-style focus model(Method),"
Coedition of a natural language text and its representation in some interlingual form seems the best and simplest way to share text revision across languages .,"[('Coedition', 'Task'), ('natural language text', 'Material'), ('text revision', 'OtherScientificTerm'), ('languages', 'Material')]"," translation(Method), text revision(Task), languages(Material),"
"For various reasons , UNL graphs are the best candidates in this context .","[('UNL graphs', 'OtherScientificTerm')]"," UNL graphs(Generic), best candidates(Generic), context(Generic), reasons(Generic),"
"We are developing a prototype where , in the simplest sharing scenario , naive users interact directly with the text in their language -LRB- L0 -RRB- , and indirectly with the associated graph .","[('graph', 'OtherScientificTerm')]"," sharing scenario(Generic), naive users(Generic), text in their language(Generic), graph(Generic),"
The modified graph is then sent to the UNL-L0 deconverter and the result shown .,"[('graph', 'OtherScientificTerm'), ('UNL-L0 deconverter', 'Method')]"," modified graph(OtherScientificTerm), UNL-L0 deconverter(Method), result shown(OtherScientificTerm)"
"If is is satisfactory , the errors were probably due to the graph , not to the deconverter , and the graph is sent to deconverters in other languages .","[('graph', 'OtherScientificTerm'), ('deconverter', 'Method'), ('graph', 'OtherScientificTerm'), ('deconverters', 'Method')]"," graph(Method), deconverter(Method), errors(Generic), satisfactory(Generic), language(Generic),"
"As new versions are added with appropriate tags and attributes in the original multilingual document , nothing is ever lost , and cooperative working on a document is rendered feasible .","[('original multilingual document', 'Material')]"," MultilingualDocument(Generic), nothing is ever lost(Generic), cooperative working on a document(Generic), tags and attributes(Generic), 
"
"On the internal side , liaisons are established between elements of the text and the graph by using broadly available resources such as a LO-English or better a L0-UNL dictionary , a morphosyntactic parser of L0 , and a canonical graph2tree transformation .","[('liaisons', 'OtherScientificTerm'), ('resources', 'Generic'), ('LO-English or better a L0-UNL dictionary', 'Material'), ('morphosyntactic parser of L0', 'Method'), ('canonical graph2tree transformation', 'OtherScientificTerm')]"," liaisons(Method), graph2tree transformation(Method), LO-English(Resource), morphosyntactic parser of L0(Resource), canonical graph2tree transformation(Method)."
"Establishing a `` best '' correspondence between the '' UNL-tree + L0 '' and the '' MS-L0 structure '' , a lattice , may be done using the dictionary and trying to align the tree and the selected trajectory with as few crossing liaisons as possible .","[('UNL-tree + L0', 'OtherScientificTerm'), ('MS-L0 structure', 'OtherScientificTerm'), ('lattice', 'OtherScientificTerm'), ('dictionary', 'Material'), ('crossing liaisons', 'OtherScientificTerm')]"," lattice(Method), UNL-tree + L0(Task), MS-L0 structure(Method), alignment(Method), trying to align the tree and the selected trajectory with as few crossing liaisons as possible(Method), dictionary(Method)"
"A central goal of this research is to merge approaches from pivot MT , interactive MT , and multilingual text authoring .","[('pivot MT', 'Task'), ('interactive MT', 'Task'), ('multilingual text authoring', 'Task')]"," multilingual text authoring(Method), pivot MT(Method), interactive MT(Method),"
"The reality of analogies between words is refuted by noone -LRB- e.g. , I walked is to to walk as I laughed is to to laugh , noted I walked : to walk : : I laughed : to laugh -RRB- .","[('analogies between words', 'Task')]"," reality of analogies between words(Generic), noone -LRB-(Generic), e.g.(Generic), I walked(Action), to to walk(Action), noted(Verb), I walked : to walk : : I laughed : to laugh(Verb),"
But computational linguists seem to be quite dubious about analogies between sentences : they would not be enough numerous to be of any use .,"[('analogies between sentences', 'Task')]"," analogies(Generic), sentences(Generic), linguists(Generic), seem(Verb), to(Verb), be(Verb), of(Pronoun), any(Adjective), use(Verb)."
We report experiments conducted on a multilingual corpus to estimate the number of analogies among the sentences that it contains .,"[('multilingual corpus', 'Material'), ('analogies', 'OtherScientificTerm')]"," number of analogies(Method), multilingual corpus(Material), sentences(Text),"
